순위,투자연도,투자월,종목선정일,시장,종목명,종목코드,시가총액,종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
176,2026,2026-07,2026-06-30,NYSE,Accenture plc Class A Ordinary Shares (Ireland),ACN,91575.7,124.73999786376952,-33.32,-37.09,-53.51,-58.27,16.31
177,2026,2026-07,2026-06-30,NYSE,HCA Healthcare Inc. Common Stock,HCA,91089.6,392.3299865722656,3.64,-17.1,-15.96,2.41,-4.99
178,2026,2026-07,2026-06-30,NYSE,Snowflake Inc. Common Stock,SNOW,90570.0,251.6499938964844,-1.53,66.85,14.72,12.46,7.8
179,2026,2026-07,2026-06-30,NASDAQ,CSX Corporation Common Stock,CSX,90472.8,48.0099983215332,6.08,16.95,32.44,47.13,5.43
180,2026,2026-07,2026-06-30,NYSE,Elevance Health Inc. Common Stock,ELV,90356.9,388.0299987792969,-1.31,32.55,10.69,-0.24,-1.16
181,2026,2026-07,2026-06-30,NYSE,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),ITUB,89976.4,8.220000267028809,4.31,-1.91,14.8,24.69,1.84
182,2026,2026-07,2026-06-30,NYSE,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares),ASX,88920.1,42.130001068115234,9.86,94.33,161.68,307.84,-18.22
183,2026,2026-07,2026-06-30,NYSE,Canadian Natural Resources Limited Common Stock,CNQ,88507.8,39.310001373291016,-13.36,-19.33,16.13,25.19,11.27
184,2026,2026-07,2026-06-30,NASDAQ,Constellation Energy Corporation Common Stock,CEG,88318.2,259.32000732421875,-9.88,-7.14,-26.59,-19.66,2.07
185,2026,2026-07,2026-06-30,NYSE,Blackstone Inc. Common Stock,BX,88120.4,114.87999725341795,-1.79,-0.1,-25.47,-23.2,5.05
186,2026,2026-07,2026-06-30,NASDAQ,CME Group Inc. Class A Common Stock,CME,88078.7,218.5800018310547,-20.09,-25.99,-19.96,-20.7,10.99
187,2026,2026-07,2026-06-30,NASDAQ,Adobe Inc. Common Stock,ADBE,87823.6,206.42999267578125,-20.36,-15.08,-41.02,-46.64,14.5
188,2026,2026-07,2026-06-30,NYSE,Ferrari N.V. Common Shares,RACE,87736.2,368.3399963378906,8.26,8.83,-0.33,-24.94,-0.21
189,2026,2026-07,2026-06-30,NYSE,Lloyds Banking Group Plc American Depositary Shares,LYG,87444.0,5.75,5.12,14.31,8.49,35.29,0.86
190,2026,2026-07,2026-06-30,NYSE,Marsh Common Stock,MRSH,86265.3,166.7100067138672,4.21,-3.89,-10.14,-23.75,9.26
191,2026,2026-07,2026-06-30,NASDAQ,Airbnb Inc. Class A Common Stock,ABNB,86156.7,147.1699981689453,10.4,16.54,8.44,11.21,1.29
192,2026,2026-07,2026-06-30,NYSE,Equinor ASA,EQNR,85684.3,31.18000030517578,-13.36,-26.11,31.95,24.03,18.95
193,2026,2026-07,2026-06-30,NYSE,Johnson Controls International plc Ordinary Share,JCI,85556.5,140.47000122070312,4.78,7.27,17.3,33.0,-4.61
194,2026,2026-07,2026-06-30,NASDAQ,NetEase Inc. American Depositary Shares,NTES,85049.7,129.16000366210938,5.16,15.38,-6.15,-4.03,4.73
195,2026,2026-07,2026-06-30,NYSE,Moody's Corporation Common Stock,MCO,84747.0,452.7300109863281,-0.11,3.78,-11.38,-9.74,11.58
196,2026,2026-07,2026-06-30,NYSE,Valero Energy Corporation Common Stock,VLO,83996.3,266.32000732421875,8.78,7.79,63.6,98.13,20.3
197,2026,2026-07,2026-06-30,NYSE,KKR & Co. Inc. Common Stock,KKR,83771.5,88.94000244140625,-7.3,-3.85,-30.23,-33.14,5.65
198,2026,2026-07,2026-06-30,NASDAQ,Synopsys Inc. Common Stock,SNPS,83197.8,447.260009765625,-5.96,12.81,-4.78,-12.76,-15.16
199,2026,2026-07,2026-06-30,NYSE,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG,82887.6,83.76000213623047,2.74,-0.99,8.29,12.57,-0.52
200,2026,2026-07,2026-06-30,NASDAQ,Comcast Corporation Class A Common Stock,CMCSA,82876.9,24.21999931335449,-2.61,-15.64,-13.54,-27.59,-3.14
201,2026,2026-07,2026-06-30,NYSE,Freeport-McMoRan Inc. Common Stock,FCX,82659.7,61.619998931884766,-6.22,4.83,21.32,42.15,-6.52
202,2026,2026-07,2026-06-30,NASDAQ,DoorDash Inc. Class A Common Stock,DASH,82503.3,184.82000732421875,16.03,23.09,-18.39,-25.03,2.43
203,2026,2026-07,2026-06-30,NYSE,Marathon Petroleum Corporation Common Stock,MPC,81940.8,259.2200012207031,4.2,6.16,59.39,56.05,23.33
204,2026,2026-07,2026-06-30,NYSE,Enterprise Products Partners L.P. Common Stock,EPD,81781.0,36.65999984741211,-0.35,-3.12,14.35,18.22,5.5
205,2026,2026-07,2026-06-30,NYSE,Sherwin-Williams Company (The) Common Stock,SHW,81530.3,344.29998779296875,13.32,7.41,6.26,0.27,-6.02
206,2026,2026-07,2026-06-30,NYSE,3M Company Common Stock,MMM,80686.5,162.42999267578125,6.07,11.84,1.46,6.69,-1.73
207,2026,2026-07,2026-06-30,NYSE,Canadian Pacific Kansas City Limited Common Shares,CP,79768.4,86.91000366210938,-2.7,10.49,18.04,9.64,5.78
208,2026,2026-07,2026-06-30,NYSE,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,AMX,79487.5,26.75,5.4,4.98,29.41,49.11,0.42
209,2026,2026-07,2026-06-30,NYSE,Intercontinental Exchange Inc. Common Stock,ICE,77571.3,122.91000366210938,-16.87,-21.85,-24.11,-33.01,14.99
210,2026,2026-07,2026-06-30,NYSE,Northrop Grumman Corporation Common Stock,NOC,77423.9,496.0199890136719,-12.0,-27.3,-13.01,-0.79,2.88
211,2026,2026-07,2026-06-30,NYSE,Ecolab Inc. Common Stock,ECL,77147.6,278.6000061035156,8.83,4.73,6.13,3.4,-3.57
212,2026,2026-07,2026-06-30,NYSE,American Tower Corporation (REIT) Common Stock,AMT,76891.0,168.6699981689453,-9.78,-2.27,-3.93,-23.69,2.13
213,2026,2026-07,2026-06-30,NYSE,The Cigna Group Common Stock,CI,76643.0,278.739990234375,0.48,4.49,1.28,-15.68,3.0
214,2026,2026-07,2026-06-30,NYSE,Emerson Electric Company Common Stock,EMR,76442.4,142.82000732421875,-0.7,9.01,7.61,7.12,-4.59
215,2026,2026-07,2026-06-30,NYSE,Aon plc Class A Ordinary Shares (Ireland),AON,76355.9,327.57000732421875,3.64,1.48,-7.17,-8.18,9.37
216,2026,2026-07,2026-06-30,NASDAQ,Mondelez International Inc. Class A Common Stock,MDLZ,76351.5,60.150001525878906,-1.67,4.35,11.74,-10.81,4.2
217,2026,2026-07,2026-06-30,NYSE,Illinois Tool Works Inc. Common Stock,ITW,76269.3,267.4700012207031,8.16,2.76,8.6,8.18,0.45
218,2026,2026-07,2026-06-30,NYSE,ENI S.p.A. Common Stock,E,76151.7,46.59999847412109,-10.66,-17.68,22.83,43.74,5.68
219,2026,2026-07,2026-06-30,NYSE,Hilton Worldwide Holdings Inc. Common Stock,HLT,75836.5,332.5400085449219,1.49,9.36,15.77,24.86,-2.13
220,2026,2026-07,2026-06-30,NYSE,Royal Caribbean Cruises Ltd. Common Stock,RCL,75349.4,321.44000244140625,12.93,16.81,15.24,2.65,-9.88
221,2026,2026-07,2026-06-30,NYSE,Phillips 66 Common Stock,PSX,75299.6,174.0500030517578,-1.04,-4.46,34.88,45.89,23.51
222,2026,2026-07,2026-06-30,NYSE,Canadian National Railway Company Common Stock,CNI,74554.5,120.33999633789062,1.51,17.1,21.74,15.67,6.25
223,2026,2026-07,2026-06-30,NYSE,Brookfield Asset Management Inc Class A Limited Voting Shares,BAM,74538.1,44.0099983215332,-9.44,-0.99,-16.0,-20.39,5.62
224,2026,2026-07,2026-06-30,NYSE,Colgate-Palmolive Company Common Stock,CL,74449.6,92.4000015258789,2.52,8.41,16.93,1.65,0.27
225,2026,2026-07,2026-06-30,NASDAQ,Intuit Inc. Common Stock,INTU,74429.4,266.3999938964844,-19.65,-38.39,-59.78,-66.18,12.57
226,2026,2026-07,2026-06-30,NASDAQ,American Electric Power Company Inc. Common Stock,AEP,73943.9,137.97000122070312,8.92,5.26,19.65,32.97,-4.21
227,2026,2026-07,2026-06-30,NYSE,FedEx Corporation Common Stock,FDX,73910.8,325.3999938964844,-1.93,13.38,39.8,77.65,-2.21
228,2026,2026-07,2026-06-30,NYSE,EOG Resources Inc. Common Stock,EOG,73284.4,131.92999267578125,-1.09,-8.74,25.64,10.3,8.76
229,2026,2026-07,2026-06-30,NYSE,Carvana Co. Class A Common Stock,CVNA,72786.0,63.720001220703125,-12.71,1.34,-24.51,-5.45,-2.55
230,2026,2026-07,2026-06-30,NYSE,Agnico Eagle Mines Limited Common Stock,AEM,72515.9,153.75999450683594,-16.05,-24.25,-9.3,29.29,-12.11
231,2026,2026-07,2026-06-30,NYSE,Transdigm Group Incorporated Common Stock,TDG,72514.0,1323.43994140625,5.18,14.19,-0.48,-12.97,-9.56
232,2026,2026-07,2026-06-30,NYSE,Bloom Energy Corporation Class A Common Stock,BE,72331.2,275.010009765625,-3.51,102.97,216.5,1049.71,-34.9
233,2026,2026-07,2026-06-30,NYSE,Kinder Morgan Inc. Common Stock,KMI,72262.3,32.27000045776367,3.83,-3.76,17.39,9.76,1.91
234,2026,2026-07,2026-06-30,NASDAQ,Cintas Corporation Common Stock,CTAS,72092.7,169.0800018310547,-1.27,-0.04,-10.1,-24.14,18.65
235,2026,2026-07,2026-06-30,NYSE,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),NWG,72027.8,17.450000762939453,8.79,17.11,-0.29,23.32,0.28
236,2026,2026-07,2026-06-30,NYSE,TC Energy Corporation Common Stock,TRP,71861.1,68.5,2.82,9.42,24.52,40.4,3.32
237,2026,2026-07,2026-06-30,NYSE,The Travelers Companies Inc. Common Stock,TRV,71861.1,331.8800048828125,13.7,13.78,14.42,24.05,11.63
238,2026,2026-07,2026-06-30,NYSE,Norfolk Southern Corporation Common Stock,NSC,71694.9,316.6499938964844,3.83,10.33,9.67,23.71,6.48
239,2026,2026-07,2026-06-30,NASDAQ,NXP Semiconductors N.V. Common Stock,NXPI,71653.8,278.3699951171875,-13.37,41.41,28.25,27.41,-4.93
240,2026,2026-07,2026-06-30,NASDAQ,Honeywell Aerospace Inc. Common Stock,HONA,71105.4,220.19000244140625,0.0,0.0,0.0,0.0,-8.42
241,2026,2026-07,2026-06-30,NYSE,Simon Property Group Inc. Common Stock,SPG,71048.7,227.5599975585937,11.05,22.0,22.93,41.55,2.03
242,2026,2026-07,2026-06-30,NYSE,SLB Limited Common Shares,SLB,70910.6,46.380001068115234,-14.98,-9.75,20.84,37.22,-0.22
243,2026,2026-07,2026-06-30,NASDAQ,O'Reilly Automotive Inc. Common Stock,ORLY,70424.2,90.16000366210938,3.78,-2.33,-1.15,0.03,-8.21
244,2026,2026-07,2026-06-30,NASDAQ,Ross Stores Inc. Common Stock,ROST,69840.5,208.8300018310547,-9.88,-3.6,15.93,63.69,10.77
245,2026,2026-07,2026-06-30,NASDAQ,Honeywell International Inc. Common Stock,HON,69815.9,227.8000030517578,-8.68,-3.9,11.34,-1.04,1.02
246,2026,2026-07,2026-06-30,NYSE,Motorola Solutions Inc. Common Stock,MSI,69807.8,412.6000061035156,2.31,-4.92,7.64,-1.87,-1.17
247,2026,2026-07,2026-06-30,NYSE,Suncor Energy  Inc. Common Stock,SU,69734.8,53.810001373291016,-13.71,-18.61,21.3,43.68,15.96
248,2026,2026-07,2026-06-30,NASDAQ,Regeneron Pharmaceuticals Inc. Common Stock,REGN,69495.7,631.8099975585938,2.77,-18.23,-18.15,20.34,7.8
249,2026,2026-07,2026-06-30,NYSE,CRH PLC Ordinary Shares,CRH,68908.5,108.87000274658205,0.07,3.57,-12.76,18.59,-6.59
250,2026,2026-07,2026-06-30,NYSE,General Motors Company Common Stock,GM,68743.0,77.33999633789062,-7.09,3.81,-4.89,57.16,-1.66
251,2026,2026-07,2026-06-30,NYSE,Nokia Corporation Sponsored American Depositary Shares,NOK,68619.8,13.029999732971191,-12.2,62.06,101.39,151.54,-24.1
252,2026,2026-07,2026-06-30,NYSE,Manulife Financial Corporation Common Stock,MFC,68574.7,40.68000030517578,6.52,18.12,12.13,27.28,4.91
253,2026,2026-07,2026-06-30,NYSE,Energy Transfer LP Common Units,ET,68341.4,19.059999465942383,-0.57,-1.24,15.59,5.13,6.07
254,2026,2026-07,2026-06-30,NYSE,Apollo Global Management Inc. (New) Common Stock,APO,68109.8,114.83000183105467,-10.78,3.06,-20.68,-19.06,-0.06
255,2026,2026-07,2026-06-30,NYSE,Republic Services Inc. Common Stock,RSG,67827.6,214.67999267578125,7.1,-1.98,1.3,-12.95,3.5
256,2026,2026-07,2026-06-30,NASDAQ,Astera Labs Inc. Common Stock,ALAB,67390.7,455.9599914550781,32.99,316.02,174.08,404.27,-36.01
257,2026,2026-07,2026-06-30,NYSE,United Rentals Inc. Common Stock,URI,67125.2,1122.6700439453125,12.76,54.09,38.72,49.01,-10.61
258,2026,2026-07,2026-06-30,NYSE,Boston Scientific Corporation Common Stock,BSX,66603.6,43.47999954223633,-10.0,-30.71,-54.4,-59.52,2.55
259,2026,2026-07,2026-06-30,NYSE,Digital Realty Trust Inc. Common Stock,DLR,66407.8,190.5800018310547,0.31,5.75,23.19,9.32,-1.85
260,2026,2026-07,2026-06-30,NYSE,Deutsche Bank AG Common Stock,DB,66357.0,33.810001373291016,4.67,13.53,-12.32,15.47,2.75
261,2026,2026-07,2026-06-30,NYSE,Air Products and Chemicals Inc. Common Stock,APD,66080.5,271.3500061035156,-2.61,-6.59,9.85,-3.8,1.18
262,2026,2026-07,2026-06-30,NYSE,Arthur J. Gallagher & Co. Common Stock,AJG,65923.1,227.1199951171875,12.93,4.87,-12.24,-29.05,10.49
263,2026,2026-07,2026-06-30,NASDAQ,Warner Bros. Discovery Inc. Series A Common Stock,WBD,65561.6,27.1299991607666,0.44,-1.2,-5.86,136.74,-3.0
264,2026,2026-07,2026-06-30,NYSE,Nu Holdings Ltd. Class A Ordinary Shares,NU,64920.4,13.130000114440918,0.0,-8.63,-21.57,-4.3,4.72
265,2026,2026-07,2026-06-30,NYSE,Allstate Corporation (The) Common Stock,ALL,64656.4,241.3800048828125,17.12,16.42,15.96,19.9,6.64
266,2026,2026-07,2026-06-30,NASDAQ,Monolithic Power Systems Inc. Common Stock,MPWR,64631.0,1312.77001953125,-16.18,20.07,44.84,79.49,-3.87
267,2026,2026-07,2026-06-30,NYSE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,SE,64500.7,92.9499969482422,2.67,12.24,-27.14,-41.88,10.29
268,2026,2026-07,2026-06-30,NASDAQ,PACCAR Inc. Common Stock,PCAR,64470.1,119.5999984741211,8.36,3.55,9.21,25.82,3.5
269,2026,2026-07,2026-06-30,NYSE,W.W. Grainger Inc. Common Stock,GWW,63725.4,1353.2900390625,9.65,24.06,34.12,30.09,0.8
270,2026,2026-07,2026-06-30,NYSE,Nike Inc. Common Stock,NKE,63515.2,41.47999954223633,-10.27,-21.47,-34.89,-41.61,5.9
271,2026,2026-07,2026-06-30,NYSE,Ciena Corporation Common Stock,CIEN,62420.6,478.9299926757813,-17.46,23.36,104.78,488.87,-22.79
272,2026,2026-07,2026-06-30,NYSE,DBA Sempra Common Stock,SRE,62317.9,93.91000366210938,5.36,-3.35,6.37,23.94,-2.18
273,2026,2026-07,2026-06-30,NYSE,United Microelectronics Corporation (NEW) Common Stock,UMC,62261.0,26.84000015258789,21.01,198.89,241.48,250.85,-25.4
274,2026,2026-07,2026-06-30,NYSE,Coherent Corp. Common Stock,COHR,62027.4,391.2200012207031,8.23,64.23,111.96,338.54,-27.65
275,2026,2026-07,2026-06-30,NYSE,Truist Financial Corporation Common Stock,TFC,61907.7,50.58000183105469,4.92,10.03,2.78,17.66,2.37
276,2026,2026-07,2026-06-30,NYSE,AFLAC Incorporated Common Stock,AFL,61811.1,120.08000183105467,6.81,9.45,8.9,13.86,5.83
277,2026,2026-07,2026-06-30,NYSE,Dominion Energy Inc. Common Stock,D,61438.8,69.18000030517578,3.35,11.91,18.07,22.4,3.03
278,2026,2026-07,2026-06-30,NYSE,STMicroelectronics N.V. Common Stock,STM,60916.2,74.79000091552734,7.91,116.47,188.32,145.94,-17.51
279,2026,2026-07,2026-06-30,NYSE,Cencora Inc. Common Stock,COR,60230.3,281.6499938964844,4.56,-10.34,-16.61,-6.07,7.42
280,2026,2026-07,2026-06-30,NYSE,Target Corporation Common Stock,TGT,60144.0,133.9199981689453,5.39,10.5,37.0,35.75,6.88
281,2026,2026-07,2026-06-30,NYSE,VALE S.A.  American Depositary Shares Each Representing one common share,VALE,59986.7,15.029999732971191,-7.51,-5.53,15.35,54.79,-6.25
282,2026,2026-07,2026-06-30,NYSE,Barrick Mining Corporation Common Shares,B,59882.7,36.93000030517578,-13.21,-9.46,-15.2,77.38,-5.01
283,2026,2026-07,2026-06-30,NYSE,Targa Resources Inc. Common Stock,TRGP,59641.0,271.3500061035156,6.38,8.22,47.07,55.88,5.3
284,2026,2026-07,2026-06-30,NYSE,Comfort Systems USA Inc. Common Stock,FIX,59314.0,1948.68994140625,6.59,41.31,108.8,263.42,-13.61
285,2026,2026-07,2026-06-30,NYSE,Hewlett Packard Enterprise Company Common Stock,HPE,59152.2,44.40999984741211,3.18,86.52,84.89,117.16,-1.22
286,2026,2026-07,2026-06-30,NYSE,Realty Income Corporation Common Stock,O,58961.5,63.040000915527344,2.87,3.04,11.83,9.43,5.2
287,2026,2026-07,2026-06-30,NYSE,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),RELX,58458.5,31.290000915527344,-4.57,-5.61,-22.59,-42.42,7.67
288,2026,2026-07,2026-06-30,NYSE,MPLX LP Common Units Representing Limited Partner Interests,MPLX,58286.3,56.220001220703125,2.87,-1.49,5.34,9.14,1.42
289,2026,2026-07,2026-06-30,NYSE,MetLife Inc. Common Stock,MET,57973.7,85.98999786376953,3.99,21.59,8.93,6.93,9.9
290,2026,2026-07,2026-06-30,NYSE,ONEOK Inc. Common Stock,OKE,57444.2,88.7300033569336,5.71,-1.84,20.72,8.7,7.61
291,2026,2026-07,2026-06-30,NYSE,Delta Air Lines Inc. Common Stock,DAL,57349.0,93.16999816894533,12.96,40.15,34.25,89.45,-9.74
292,2026,2026-07,2026-06-30,NYSE,TE Connectivity plc Ordinary Shares,TEL,57281.6,198.3000030517578,-7.08,-5.13,-12.84,17.57,0.76
293,2026,2026-07,2026-06-30,NASDAQ,Baker Hughes Company Class A Common Stock,BKR,57123.3,56.310001373291016,-11.85,-7.76,23.65,46.87,-0.63
294,2026,2026-07,2026-06-30,NYSE,Corteva Inc. Common Stock,CTVA,56970.1,83.37000274658203,6.5,-0.41,24.38,11.86,2.47
295,2026,2026-07,2026-06-30,NASDAQ,argenx SE American Depositary Shares,ARGX,56806.2,912.4600219726562,9.15,24.95,8.5,65.53,-8.79
296,2026,2026-07,2026-06-30,NYSE,Southern Company (The) 2025 Series A Corporate Units,SOMN,56596.5,50.31999969482422,0.04,-2.1,-0.08,0.0,0.6
297,2026,2026-07,2026-06-30,NYSE,Public Storage Common Stock,PSA,56309.8,324.45001220703125,6.84,19.78,25.03,10.58,-0.87
298,2026,2026-07,2026-06-30,NYSE,Carrier Global Corporation Common Stock,CARR,55784.2,73.43000030517578,14.97,30.4,38.97,0.33,-8.68
299,2026,2026-07,2026-06-30,NYSE,Cardinal Health Inc. Common Stock,CAH,55541.9,236.22000122070312,20.03,11.79,14.95,40.61,-4.97
300,2026,2026-07,2026-06-30,NASDAQ,Teradyne Inc. Common Stock,TER,55035.5,463.2099914550781,23.75,56.25,139.31,415.14,-31.02
301,2026,2026-07,2026-06-30,NASDAQ,Lumentum Holdings Inc. Common Stock,LITE,55012.4,851.4000244140625,-0.42,21.15,130.99,795.64,-10.78
302,2026,2026-07,2026-06-30,NASDAQ,Nebius Group N.V. Class A Ordinary Shares,NBIS,54963.9,261.1499938964844,13.01,151.69,211.99,371.99,-33.87
303,2026,2026-07,2026-06-30,NYSE,Cheniere Energy Inc. Common Stock,LNG,54680.5,243.97000122070312,8.5,-14.02,25.51,0.18,10.85
304,2026,2026-07,2026-06-30,NYSE,L3Harris Technologies Inc. Common Stock,LHX,54666.4,289.3800048828125,-8.19,-16.16,-1.43,15.36,-3.46
305,2026,2026-07,2026-06-30,NYSE,Keysight Technologies Inc. Common Stock,KEYS,54214.8,340.1300048828125,0.53,20.46,67.4,107.57,-10.27
306,2026,2026-07,2026-06-30,NYSE,Edwards Lifesciences Corporation Common Stock,EW,53917.9,91.18000030517578,5.45,13.86,6.96,16.58,-6.04
307,2026,2026-07,2026-06-30,NYSE,Ford Motor Company Common Stock,F,53793.4,14.020000457763672,-19.61,21.49,6.86,29.22,0.65
308,2026,2026-07,2026-06-30,NASDAQ,Fastenal Company Common Stock,FAST,53395.1,47.400001525878906,7.24,2.16,18.12,12.86,-6.81
309,2026,2026-07,2026-06-30,NYSE,Occidental Petroleum Corporation Common Stock,OXY,53302.5,49.09000015258789,-13.31,-24.48,19.38,16.85,13.63
310,2026,2026-07,2026-06-30,NYSE,AMETEK Inc.,AME,53023.8,237.72000122070312,5.26,10.9,15.79,31.37,-2.78
311,2026,2026-07,2026-06-30,NASDAQ,Medline Inc. Class A Common Stock,MDLN,52941.6,39.61000061035156,8.34,-10.99,-5.69,0.0,-1.42
312,2026,2026-07,2026-06-30,NASDAQ,Diamondback Energy Inc. Common Stock,FANG,52493.1,180.5399932861328,-5.71,-8.72,20.1,31.4,11.15
313,2026,2026-07,2026-06-30,NYSE,Entergy Corporation Common Stock,ETR,52354.8,116.33000183105467,6.68,3.53,25.86,39.95,-2.57
314,2026,2026-07,2026-06-30,NYSE,Vistra Corp. Common Stock,VST,52202.6,162.3800048828125,1.34,8.02,0.65,-16.22,-0.4
315,2026,2026-07,2026-06-30,NYSE,Nucor Corporation Common Stock,NUE,51624.3,228.5800018310547,-8.57,35.17,40.14,76.46,3.59
316,2026,2026-07,2026-06-30,NYSE,Rockwell Automation Inc. Common Stock,ROK,51587.7,482.3299865722656,6.93,34.4,23.97,45.21,-7.35
317,2026,2026-07,2026-06-30,NASDAQ,Electronic Arts Inc. Common Stock,EA,51376.5,205.0500030517578,1.65,0.58,0.35,28.4,2.07
318,2026,2026-07,2026-06-30,NASDAQ,eBay Inc. Common Stock,EBAY,51287.5,110.8000030517578,1.4,21.73,27.21,48.8,2.18
319,2026,2026-07,2026-06-30,NYSE,Fifth Third Bancorp Common Stock,FITB,50535.9,56.77999877929688,13.72,22.21,21.3,38.05,1.83
320,2026,2026-07,2026-06-30,NYSE,AutoZone Inc. Common Stock,AZO,50121.6,3153.6201171875,7.44,-6.64,-7.01,-15.05,-6.31
321,2026,2026-07,2026-06-30,NYSE,Devon Energy Corporation Common Stock,DVN,49953.9,41.9900016784668,-5.62,-16.55,14.63,32.0,5.95
322,2026,2026-07,2026-06-30,NYSE,Cenovus Energy Inc Common Stock,CVE,49931.2,24.989999771118164,-9.36,-5.8,47.7,83.75,13.91
323,2026,2026-07,2026-06-30,NASDAQ,Xcel Energy Inc. Common Stock,XEL,49704.3,81.9800033569336,3.12,3.2,10.99,20.38,-2.03
324,2026,2026-07,2026-06-30,NYSE,State Street Corporation Common Stock,STT,49104.0,170.17999267578125,9.34,34.47,31.91,60.03,7.65
325,2026,2026-07,2026-06-30,NASDAQ,CoreWeave Inc. Class A Common Stock,CRWV,49101.3,95.51000213623048,-12.8,23.29,33.38,-41.43,-26.6
326,2026,2026-07,2026-06-30,NASDAQ,Flex Ltd. Ordinary Shares,FLEX,48865.4,159.55999755859375,5.82,143.75,164.08,219.63,-26.01
327,2026,2026-07,2026-06-30,NYSE,Wheaton Precious Metals Corp Common Shares (Canada),WPM,48860.9,110.93000030517578,-16.34,-15.33,-5.61,23.53,-7.9
328,2026,2026-07,2026-06-30,NYSE,Heico Corporation Common Stock,HEI,48570.7,350.44000244140625,0.65,27.8,8.3,6.84,-4.42
329,2026,2026-07,2026-06-30,NASDAQ,Exelon Corporation Common Stock,EXC,48377.3,47.150001525878906,3.31,-3.81,8.17,8.59,-1.42
330,2026,2026-07,2026-06-30,NASDAQ,Axon Enterprise Inc. Common Stock,AXON,48345.1,510.6000061035156,13.79,20.23,-10.09,-38.33,-5.91
331,2026,2026-07,2026-06-30,NASDAQ,Rocket Lab Corporation Common Stock,RKLB,48248.6,98.01000213623048,-31.69,52.62,40.5,174.0,-35.33
332,2026,2026-07,2026-06-30,NASDAQ,Credo Technology Group Holding Ltd Ordinary Shares,CRDO,48240.0,245.67999267578125,4.09,161.72,70.74,165.34,-22.02
333,2026,2026-07,2026-06-30,NYSE,Arcelor Mittal NY Registry Shares NEW,MT,48110.8,59.68000030517578,-14.02,14.81,30.96,88.98,9.35
334,2026,2026-07,2026-06-30,NASDAQ,Coca-Cola Europacific Partners plc Ordinary Shares,CCEP,47863.4,101.37999725341795,11.79,11.81,11.78,9.34,6.07
335,2026,2026-07,2026-06-30,NASDAQ,Nasdaq Inc. Common Stock,NDAQ,47726.0,76.8499984741211,-16.94,-9.47,-20.88,-14.06,16.56
336,2026,2026-07,2026-06-30,NYSE,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),ABEV,47600.1,3.180000066757202,-0.93,8.9,28.74,31.95,-1.91
337,2026,2026-07,2026-06-30,NYSE,Humana Inc. Common Stock,HUM,47579.2,388.8999938964844,27.33,124.29,51.84,59.07,0.25
338,2026,2026-07,2026-06-30,NYSE,Garmin Ltd. Common Stock (Switzerland),GRMN,46966.3,233.759994506836,-0.07,0.75,15.24,12.0,3.05
339,2026,2026-07,2026-06-30,NASDAQ,Take-Two Interactive Software Inc. Common Stock,TTWO,46672.9,247.1499938964844,10.26,25.14,-3.47,1.77,-4.4
340,2026,2026-07,2026-06-30,NASDAQ,Microchip Technology Incorporated Common Stock,MCHP,46342.4,89.05999755859375,-5.91,37.84,39.77,26.56,-11.72
341,2026,2026-07,2026-06-30,NASDAQ,Ferrovial N.V. Ordinary Shares,FER,46275.5,68.38999938964844,0.56,5.13,5.85,27.66,-7.52
342,2026,2026-07,2026-06-30,NASDAQ,BrightSpring Health Services Inc. Tangible Equity Unit,BTSGU,46168.6,228.9600067138672,13.34,61.19,81.41,177.36,1.13
343,2026,2026-07,2026-06-30,NYSE,Pacific Gas & Electric Co. Common Stock,PCG,45693.5,17.239999771118164,5.51,-1.88,7.28,23.67,3.63
344,2026,2026-07,2026-06-30,NYSE,Block Inc. Class A Common Stock,XYZ,45574.9,78.0199966430664,3.04,29.64,19.86,14.85,4.33
345,2026,2026-07,2026-06-30,NYSE,Yum! Brands Inc.,YUM,45546.4,158.24000549316406,6.96,1.78,4.6,6.79,-7.81
346,2026,2026-07,2026-06-30,NASDAQ,Old Dominion Freight Line Inc. Common Stock,ODFL,45389.1,219.69000244140625,-2.43,12.43,40.11,35.36,7.0
347,2026,2026-07,2026-06-30,NYSE,Diageo plc Common Stock,DEO,45001.4,83.19999694824219,0.9,11.75,-3.56,-17.49,5.55
348,2026,2026-07,2026-06-30,NYSE,Ventas Inc. Common Stock,VTR,44926.9,89.30000305175781,5.78,9.2,15.4,41.41,8.39
349,2026,2026-07,2026-06-30,NYSE,Infosys Limited American Depositary Shares,INFY,44336.0,10.699999809265137,-15.42,-20.8,-39.96,-42.26,7.82
350,2026,2026-07,2026-06-30,NYSE,ORIX Corporation American Depositary Shares,IX,44244.8,38.43000030517578,-1.51,28.14,31.52,70.65,0.68
