순위,종목코드,종목명,시가총액,기준일,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),,
195,14680,한솔케미칼,7.57E+11,2015-10-30,-8.59,-21.91,-7.46,100.6,-3.13,,
196,175330,JB금융지주,7.51E+11,2015-10-30,-1.82,-7.76,-14.41,-10.54,-5.89,,
197,18670,SK가스,7.49E+11,2015-10-30,0,1.43,-11.43,-36.77,-5.52,,
198,2240,고려제강,7.43E+11,2015-10-30,-10.91,-22.9,-40.9,-5.79,-1.09,,
199,3090,대웅,7.41E+11,2015-10-30,-4.92,-19.16,30.54,21.1,-7.07,,
200,28050,삼성엔지니어링,7.28E+11,2015-10-30,-40.33,-38.2,-53.15,-69.92,-14.83,,
1,5930,삼성전자,1.89E+14,2015-11-30,-6.41,18.78,-1.76,-0.23,-1.87,,
2,5380,현대차,3.25E+13,2015-11-30,-5.45,2.43,-6.65,-17.6,1.02,,
3,15760,한국전력,3.14E+13,2015-11-30,-4.77,-0.51,5.95,6.41,2.15,,
4,28260,삼성물산,2.77E+13,2015-11-30,-5.81,-11.78,-23.96,,-4.11,,
5,12330,현대모비스,2.43E+13,2015-11-30,3.96,23.82,11.63,1.01,-1.2,,
6,90430,아모레퍼시픽,2.36E+13,2015-11-30,6.89,6.46,-0.12,61.36,2.73,,
7,660,SK하이닉스,2.30E+13,2015-11-30,2.93,-14.36,-38.16,-34.24,-2.69,,
8,270,기아차,2.13E+13,2015-11-30,-5.91,10.29,10.18,-5.75,0.19,,
9,51910,LG화학,2.11E+13,2015-11-30,4.43,32.22,27.45,54,3.3,,
10,35420,NAVER,2.08E+13,2015-11-30,5.17,29.3,3.61,-16.53,4.28,,
11,32830,삼성생명,2.06E+13,2015-11-30,-5.5,4.04,-8.04,-15.57,6.8,,
12,18260,삼성에스디에스,2.02E+13,2015-11-30,1.75,1.56,-22.09,-24.78,-2.68,,
13,55550,신한지주,1.97E+13,2015-11-30,-4.82,3.11,-1.07,-16.43,-4.58,,
14,34730,SK,1.90E+13,2015-11-30,1.12,3.05,8.22,21.08,-10.93,,
15,17670,SK텔레콤,1.89E+13,2015-11-30,-2.9,-3.7,-5.07,-16.58,-7.91,,
16,51900,LG생활건강,1.57E+13,2015-11-30,6.44,23.38,24.75,61.8,4.17,,
17,5490,POSCO,1.47E+13,2015-11-30,-7.14,-9.63,-30.74,-44.13,-1.48,,
18,33780,KT&G,1.47E+13,2015-11-30,-6.14,-0.93,11,10.42,-2.34,,
19,810,삼성화재,1.45E+13,2015-11-30,-4.07,15.01,0.82,-1.13,0.33,,
20,105560,KB금융,1.36E+13,2015-11-30,-2.49,-2.22,-12.42,-9.38,-5.96,,
21,3550,LG,1.27E+13,2015-11-30,11.51,26.68,18.14,13.06,-3.8,,
22,2790,아모레G,1.22E+13,2015-11-30,-4.66,-13.03,-12.29,32.1,-3.58,,
23,96770,SK이노베이션,1.18E+13,2015-11-30,7.59,26.87,13.33,48.77,1.96,,
24,34220,LG디스플레이,9.09E+12,2015-11-30,17.59,12.14,-13.16,-25.18,-3.35,,
25,66570,LG전자,8.87E+12,2015-11-30,10.39,22.9,-1.99,-14.78,-0.74,,
26,10130,고려아연,8.59E+12,2015-11-30,-4.01,-10.26,-9.36,6.43,3.08,,
27,8930,한미사이언스,8.52E+12,2015-11-30,13.31,0.68,143.07,904.31,-12.03,,
28,10950,S-Oil,8.35E+12,2015-11-30,8.64,21.64,12.42,76.25,7.01,,
29,6400,삼성SDI,8.25E+12,2015-11-30,12.68,43.71,-2.04,-10.45,-5,,
30,11170,롯데케미칼,8.24E+12,2015-11-30,0,-2.83,1.91,36.65,1.25,,
31,47810,한국항공우주,8.18E+12,2015-11-30,-6.78,-10.84,31.71,108.71,-6.91,,
32,35250,강원랜드,8.17E+12,2015-11-30,-9.69,-7.62,-5.21,16.82,0.52,,
33,128940,한미약품,8.12E+12,2015-11-30,53.58,89.95,92.72,745.61,-6.6,,
34,30200,KT,7.82E+12,2015-11-30,1.35,2.92,3.45,-7.99,-5.68,,
35,86790,하나금융지주,7.55E+12,2015-11-30,-8.27,-6.42,-14.14,-24.56,-7.45,,
36,23530,롯데쇼핑,7.40E+12,2015-11-30,1.29,-12.48,-7.11,-21.67,-1.06,,
37,24110,기업은행,7.40E+12,2015-11-30,-5,0,-8.59,-11.63,-7.14,,
38,1040,CJ,7.37E+12,2015-11-30,5.42,-13.36,5.42,56.17,-0.79,,
39,86280,현대글로비스,7.16E+12,2015-11-30,-2.8,13.02,-23.75,-31.3,1.05,,
40,9540,현대중공업,6.89E+12,2015-11-30,-4.83,-0.22,-30.31,-26.64,-3.09,,
41,1800,오리온,6.82E+12,2015-11-30,18.85,23.08,-8.72,16.67,2.19,,
42,4020,현대제철,6.78E+12,2015-11-30,-2.5,-4.33,-31.9,-20.63,-1.67,,
43,88350,한화생명,6.64E+12,2015-11-30,-10.01,-3.66,-7.39,-9.26,-3.27,,
44,21240,코웨이,6.52E+12,2015-11-30,-0.82,-3.54,-7.65,-2.2,-0.47,,
45,30,우리은행,6.42E+12,2015-11-30,-4.33,4.86,-9.62,-11.31,-7.06,,
46,139480,이마트,5.97E+12,2015-11-30,0.71,-7.36,-13.18,-2.73,-11.68,,
47,161390,한국타이어,5.72E+12,2015-11-30,5.49,23.4,5.25,-15.78,1.95,,
48,9240,한샘,5.57E+12,2015-11-30,1.28,-24.92,5.11,103,-2.11,,
49,9150,삼성전기,5.17E+12,2015-11-30,6.13,17.49,25.36,13.82,-9.1,,
50,36570,엔씨소프트,4.88E+12,2015-11-30,17.41,1.83,12.94,39.5,-4.27,,
51,18880,한온시스템,4.87E+12,2015-11-30,1.67,22.22,23.7,8.05,13.69,,
52,2380,KCC,4.83E+12,2015-11-30,12.48,19.51,-16.15,-16.61,-9.14,,
53,97950,CJ제일제당,4.74E+12,2015-11-30,3,-9.54,-12.07,2.12,4.72,,
54,78930,GS,4.69E+12,2015-11-30,0.6,8.84,1.81,21.39,0.4,,
55,32640,LG유플러스,4.65E+12,2015-11-30,-2.74,-3.62,14.27,-1.84,-2.35,,
56,51600,한전KPS,4.55E+12,2015-11-30,-2.88,-23.48,-6.05,11.6,-11.88,,
57,27410,BGF리테일,4.45E+12,2015-11-30,5.59,-12.44,17.71,145.89,-4.46,,
58,5830,동부화재,4.40E+12,2015-11-30,-9.21,14.15,20.82,11.49,13.2,,
59,120,CJ대한통운,4.39E+12,2015-11-30,-1.28,11.59,2.39,-2.04,-0.78,,
60,7070,GS리테일,4.25E+12,2015-11-30,-4.17,-16.11,39.92,118.19,-2.54,,
61,4800,효성,4.06E+12,2015-11-30,-1.28,-10.81,0.43,66.67,1.73,,
62,9830,한화케미칼,4.03E+12,2015-11-30,11.91,33.87,30.71,97.62,9.24,,
63,29780,삼성카드,3.64E+12,2015-11-30,-18.52,-13.36,-24.76,-34.41,-1.91,,
64,7310,오뚜기,3.58E+12,2015-11-30,-0.76,-3.52,43.59,97.16,17.68,,
65,12750,에스원,3.58E+12,2015-11-30,-4.85,0.21,13.91,24.27,5.84,,
66,720,현대건설,3.56E+12,2015-11-30,-7.66,-2.74,-27.8,-28.68,-10.64,,
67,8770,호텔신라,3.55E+12,2015-11-30,-17.73,-28.17,-24.27,1.12,-14.59,,
68,36460,한국가스공사,3.54E+12,2015-11-30,-9.98,-4.01,-26.25,-33.3,-3.91,,
69,16360,삼성증권,3.38E+12,2015-11-30,-8.39,-5.45,-24.23,-10.43,-5.65,,
70,6800,대우증권,3.38E+12,2015-11-30,-6.76,-19.76,-27.62,-5.04,-8.51,,
71,11210,현대위아,3.29E+12,2015-11-30,-9.36,17.48,-15.38,-31.44,-7.44,,
72,12630,현대산업,3.09E+12,2015-11-30,-10.97,-31.67,-32.23,15.5,-5.37,,
73,100,유한양행,3.09E+12,2015-11-30,-2.12,8.41,3.75,59.2,-1.62,,
74,71050,한국금융지주,3.05E+12,2015-11-30,-10.33,-21.97,-17.62,-4.7,-9.41,,
75,1450,현대해상,3.03E+12,2015-11-30,-0.15,18.74,21.94,27.2,6.34,,
76,69960,현대백화점,2.96E+12,2015-11-30,0.8,-14.53,-17.32,-1.56,0,,
77,5940,NH투자증권,2.88E+12,2015-11-30,1.49,1.99,-19.61,-13.87,-1.46,,
78,4990,롯데제과,2.79E+12,2015-11-30,-1.46,4.15,-2.29,-1.51,16.27,,
79,5300,롯데칠성,2.77E+12,2015-11-30,0.22,3.95,-12.75,36.46,-0.85,,
80,880,한화,2.73E+12,2015-11-30,-3.06,-17.18,-15.74,22.56,8.24,,
81,10140,삼성중공업,2.67E+12,2015-11-30,-13.15,3.14,-35.47,-46.53,-6.07,,
82,88980,맥쿼리인프라,2.63E+12,2015-11-30,-0.75,-0.25,1.15,15.51,1.14,,
83,79550,LIG넥스원,2.59E+12,2015-11-30,25.53,,,,-11.91,,
84,47040,대우건설,2.58E+12,2015-11-30,-4.61,-2.82,-12.16,-1.27,-9.82,,
85,4370,농심,2.53E+12,2015-11-30,12.6,16.06,47.86,56.5,5.78,,
86,210,대림산업,2.51E+12,2015-11-30,-3.48,6.18,-7.79,6.96,-7.06,,
87,34020,두산중공업,2.51E+12,2015-11-30,14.56,27.23,-13.39,-9.58,-12.71,,
88,138930,BNK금융지주,2.49E+12,2015-11-30,-30.5,-30.75,-38.03,-38.03,-9.96,,
89,4170,신세계,2.47E+12,2015-11-30,7.74,1.21,3.09,26.84,-8.18,,
90,79160,CJ CGV,2.45E+12,2015-11-30,11.54,0,14.29,123.51,8.62,,
91,5610,삼립식품,2.43E+12,2015-11-30,0,-23.27,-2.93,97.2,-1.95,,
92,5440,현대그린푸드,2.41E+12,2015-11-30,3.35,-11.96,24.18,34.7,0.61,,
93,11070,LG이노텍,2.36E+12,2015-11-30,7.44,11.91,4.73,-0.3,-1.1,,
94,30000,제일기획,2.35E+12,2015-11-30,2.25,15.21,-0.73,9.65,1.22,,
95,192400,쿠쿠전자,2.35E+12,2015-11-30,-4.39,-13.22,-10.8,20.96,-4.18,,
96,105630,한세실업,2.27E+12,2015-11-30,1.07,-6.27,54.98,56.69,-6.69,,
97,37620,미래에셋증권,2.27E+12,2015-11-30,0.98,-25.56,-47.75,-37.01,8.82,,
98,6280,녹십자,2.26E+12,2015-11-30,6.61,-3.73,-5.84,35.79,-5.43,,
99,8560,메리츠종금증권,2.23E+12,2015-11-30,-11.86,-12.38,-24.19,20.41,-11.12,,
100,150,두산,2.21E+12,2015-11-30,-5.88,4.52,-9.17,-9.96,-14.9,,
101,47050,대우인터내셔널,2.18E+12,2015-11-30,-4.01,-11.34,-28.14,-44.01,-14.62,,
102,670,영풍,2.07E+12,2015-11-30,-10.06,-13.38,-18.11,-12.58,-2.58,,
103,3490,대한항공,2.06E+12,2015-11-30,-8.26,-13.85,-30.04,-29.07,-2.12,,
104,14820,동원시스템즈,1.99E+12,2015-11-30,3.9,-17.4,0.73,189.82,6.78,,
105,5250,녹십자홀딩스,1.98E+12,2015-11-30,2.56,-1.98,24.93,100.48,-0.36,,
106,111770,영원무역,1.98E+12,2015-11-30,-6.89,-28.64,-26.28,-18.32,-5.61,,
107,138040,메리츠금융지주,1.93E+12,2015-11-30,-7.85,-13.74,-4.93,45.01,-3.7,,
108,12450,한화테크윈,1.92E+12,2015-11-30,-3.35,12.66,34.27,28.07,-1.39,,
109,161890,한국콜마,1.90E+12,2015-11-30,0.45,-12.85,-4.95,92.94,5.21,,
110,28670,팬오션,1.88E+12,2015-11-30,-10.81,-24.1,-20.36,-17.62,2.79,,
111,10060,OCI,1.81E+12,2015-11-30,-7.42,-7.08,-19.56,-10.47,-1.45,,
112,11780,금호석유,1.79E+12,2015-11-30,1.38,1.91,-25.29,-25.57,-11.39,,
113,139130,DGB금융지주,1.76E+12,2015-11-30,-1.89,-0.48,-20.91,-11.11,-3.37,,
114,240,한국타이어월드와이드,1.70E+12,2015-11-30,-0.81,8.28,-6.87,-14.08,-4.37,,
115,80,하이트진로,1.69E+12,2015-11-30,5.46,9.28,12.85,-4.36,-3.11,,
116,2550,KB손해보험,1.66E+12,2015-11-30,4.14,13.09,3.56,5.94,5.61,,
117,192820,코스맥스,1.65E+12,2015-11-30,-4.93,-15.47,-5.18,79.41,0.55,,
118,60,메리츠화재,1.59E+12,2015-11-30,-6.83,-6.54,3.09,23.46,7.67,,
119,120110,코오롱인더,1.58E+12,2015-11-30,1.29,19.58,-5.7,34.69,-0.16,,
120,3690,코리안리,1.56E+12,2015-11-30,-4.42,-6.82,7.44,13.53,8.84,,
121,6360,GS건설,1.55E+12,2015-11-30,-6.01,-11.34,-19.04,-18.13,-9.82,,
122,108670,LG하우시스,1.53E+12,2015-11-30,0.59,4.91,9.62,10.68,-14.33,,
123,3450,현대증권,1.53E+12,2015-11-30,-6.5,-13.85,-32.32,-10.26,0.31,,
124,1740,SK네트웍스,1.51E+12,2015-11-30,-13.96,-7.58,-26.15,-35.24,-10,,
125,6120,SK케미칼,1.50E+12,2015-11-30,6.36,6.5,-9.66,8.54,0.97,,
126,204320,만도,1.48E+12,2015-11-30,6.4,39.82,12.06,-16.84,4.75,,
127,114090,GKL,1.48E+12,2015-11-30,-25,-21.67,-42.53,-36.9,1.47,,
128,17800,현대엘리베이,1.46E+12,2015-11-30,12.79,-10.05,-18.78,7.19,1.86,,
129,42670,두산인프라코어,1.42E+12,2015-11-30,9.59,3.94,-34.35,-34.35,-31.55,,
130,64350,현대로템,1.42E+12,2015-11-30,2.15,-2.06,-18.58,-17.37,-12.01,,
131,1120,LG상사,1.41E+12,2015-11-30,4.15,38.14,-12.92,27.72,-7.14,,
132,49770,동원F&B,1.41E+12,2015-11-30,-3.19,-18.64,9.46,23.35,7.82,,
133,214320,이노션,1.40E+12,2015-11-30,12,20.07,,,0,,
134,82640,동양생명,1.39E+12,2015-11-30,-7.53,-12.84,-10.73,12.17,-9.69,,
135,71840,롯데하이마트,1.37E+12,2015-11-30,-0.34,-11.99,-30.95,-18.65,1.72,,
136,57050,현대홈쇼핑,1.37E+12,2015-11-30,-6.56,-10.24,-9.52,-16.18,1.32,,
137,10120,LS산전,1.37E+12,2015-11-30,-8.35,4.35,-14.06,-29.27,0.99,,
138,70,삼양홀딩스,1.36E+12,2015-11-30,-0.93,-11.91,47.22,79.06,0,,
139,52690,한전기술,1.36E+12,2015-11-30,3.95,38.33,-6.08,-39.75,-2.67,,
140,39130,하나투어,1.34E+12,2015-11-30,-8.73,-27.44,-6.12,52.32,0,,
141,11790,SKC,1.30E+12,2015-11-30,-8.32,-6.75,-9.73,30.07,-4.11,,
142,39490,키움증권,1.30E+12,2015-11-30,-0.17,-1.51,-21.97,17.2,5.8,,
143,3240,태광산업,1.26E+12,2015-11-30,1.98,-5.11,-8.19,-4.87,-3.71,,
144,2270,롯데푸드,1.26E+12,2015-11-30,2.22,-15.92,2.45,32.61,3.26,,
145,10620,현대미포조선,1.26E+12,2015-11-30,-12.4,22.37,-19.87,-18.21,-17.17,,
146,33920,무학,1.24E+12,2015-11-30,-8.44,-13.65,-5.69,34.44,-11.87,,
147,2350,넥센타이어,1.23E+12,2015-11-30,-3.41,-12.67,1.19,-9.89,-3.14,,
148,10780,아이에스동서,1.23E+12,2015-11-30,5.39,-28.8,-41.79,-10.54,-1.11,,
149,3410,쌍용양회,1.21E+12,2015-11-30,-9.97,-14.68,-8.97,56.26,0.91,,
150,6260,LS,1.18E+12,2015-11-30,-5.17,21.93,-25.48,-39.44,9.95,,
151,42660,대우조선해양,1.16E+12,2015-11-30,-12.39,-3.95,-62,-68.5,-16.61,,
152,170900,동아에스티,1.15E+12,2015-11-30,16.47,21.85,-7.94,65.53,1.38,,
153,1680,대상,1.15E+12,2015-11-30,7.23,6.21,-9.74,-11.77,-2.25,,
154,64960,S&T모티브,1.13E+12,2015-11-30,8.55,21.83,19.79,87.38,9.02,,
155,181710,NHN엔터테인먼트,1.13E+12,2015-11-30,3.96,4.33,3.4,-18.8,-1.56,,
156,6650,대한유화,1.12E+12,2015-11-30,-2.82,18.21,2.99,118.55,0,,
157,24720,한국콜마홀딩스,1.10E+12,2015-11-30,1.66,-8.81,15.24,43.65,-3.42,,
158,68870,LG생명과학,1.07E+12,2015-11-30,5.19,9.09,9.64,59.61,-6.48,,
159,89590,제주항공,1.06E+12,2015-11-30,,,,,-2.08,,
160,3620,쌍용차,1.05E+12,2015-11-30,-7.73,-10.12,-23.98,-13.67,1.44,,
161,81660,휠라코리아,1.04E+12,2015-11-30,-7.1,-12.77,-15.16,-11.1,1.61,,
162,73240,금호타이어,1.04E+12,2015-11-30,-4.64,4.44,-19.46,-37.92,2.28,,
163,7570,일양약품,1.03E+12,2015-11-30,-3.21,14.32,18.04,111.29,-9.76,,
164,1430,세아베스틸,1.03E+12,2015-11-30,0,-10.44,-31.95,-13.4,-4,,
165,23590,다우기술,1.03E+12,2015-11-30,-7.65,-25.49,26.1,95.32,-5.01,,
166,180640,한진칼,1.03E+12,2015-11-30,-10.58,-20.29,-37.06,-33.5,0.26,,
167,117930,한진해운,1.01E+12,2015-11-30,-17.73,-22.66,-35.87,-28.05,-11.99,,
168,11200,현대상선,1.01E+12,2015-11-30,-23.32,-44.74,-48.36,-50.63,-9.63,,
169,2020,코오롱,9.91E+11,2015-11-30,28.24,-3.29,11.99,270.27,-6.33,,
170,16450,한세예스24홀딩스,9.90E+11,2015-11-30,16.2,-14.36,24.06,107.98,1.41,,
171,25540,한국단자,9.60E+11,2015-11-30,-6.49,-8.71,1.77,53.16,6.51,,
172,122900,아이마켓코리아,9.35E+11,2015-11-30,-12.46,-15.99,-17.2,-3.35,-2.69,,
173,4000,삼성정밀화학,9.17E+11,2015-11-30,-5.33,-0.84,-13.29,3.95,0.14,,
174,8000,도레이케미칼,9.16E+11,2015-11-30,-0.25,-12.8,-0.5,44.69,-2.53,,
175,20000,한섬,9.15E+11,2015-11-30,-4.38,-4.13,-1.07,20.42,9.29,,
176,6040,동원산업,9.11E+11,2015-11-30,-15.31,-21.68,-14.1,-13.42,-2.4,,
177,69620,대웅제약,9.04E+11,2015-11-30,2.36,-1.14,-15.4,17.12,-8.85,,
178,34310,NICE,8.96E+11,2015-11-30,-7.07,-4.64,11.29,43.77,-8.03,,
179,53210,스카이라이프,8.89E+11,2015-11-30,-0.53,-7.23,5.08,-1.59,-6.99,,
180,9970,영원무역홀딩스,8.84E+11,2015-11-30,-10,-20.78,-34.15,-33.61,4.94,,
181,3000,부광약품,8.69E+11,2015-11-30,1.38,2.82,-12.82,55.59,9.31,,
182,20560,아시아나항공,8.68E+11,2015-11-30,-8.16,-11.71,-35.51,-10.29,4.05,,
183,3300,한일시멘트,8.53E+11,2015-11-30,-3.83,-13.41,-21.8,-15.03,-6.64,,
184,93050,LF,8.48E+11,2015-11-30,-8.37,-11.59,-6.9,-9.38,-6.9,,
185,6840,AK홀딩스,8.13E+11,2015-11-30,-28.6,-29.99,-33.33,-19.21,2.93,,
186,31430,신세계인터내셔날,8.10E+11,2015-11-30,2.25,-23.83,-6.58,-2.58,-9.69,,
187,1060,JW중외제약,7.99E+11,2015-11-30,28.22,37.9,-7.54,198.01,-14.41,,
188,185750,종근당,7.88E+11,2015-11-30,31.35,13.71,-2.1,21.28,14.68,,
189,9420,한올바이오파마,7.70E+11,2015-11-30,30,50.86,81.21,285.31,-12.04,,
190,640,동아쏘시오홀딩스,7.61E+11,2015-11-30,0.31,0.62,-4.68,29.88,3.99,,
191,210980,에스케이디앤디,7.51E+11,2015-11-30,6.74,4.81,,,-6.74,,
192,3470,유안타증권,7.49E+11,2015-11-30,-6.01,-11.85,-38.54,-8.08,-2.13,,
193,85620,미래에셋생명,7.49E+11,2015-11-30,-9.79,-11.49,,,-2.13,,
194,2240,고려제강,7.34E+11,2015-11-30,-1.09,-10.53,-32.11,-12.01,-6.62,,
195,14680,한솔케미칼,7.33E+11,2015-11-30,-3.13,-19.68,-23.2,72.61,-4.31,,
196,103140,풍산,7.33E+11,2015-11-30,1.55,6.09,-16.32,-1.88,5.35,,
197,5740,크라운제과,7.29E+11,2015-11-30,-15.53,-35.21,3.78,98.4,9.49,,
198,370,한화손해보험,7.26E+11,2015-11-30,6.24,11.89,35.82,64.6,-2.5,,
199,69260,휴켐스,7.11E+11,2015-11-30,-7.2,-21.27,-33.08,-33.08,-12.07,,
200,72710,농심홀딩스,7.10E+11,2015-11-30,2,16.35,19.53,27.5,0.65,,
1,5930,삼성전자,1.86E+14,2015-12-30,-1.87,11.11,-0.63,-5.05,-8.73,,
2,5380,현대차,3.28E+13,2015-12-30,1.02,-9.15,9.56,-11.83,-10.74,,
3,15760,한국전력,3.21E+13,2015-12-30,2.15,2.04,9.17,17.1,5.2,,
4,28260,삼성물산,2.66E+13,2015-12-30,-4.11,-4.44,-21.13,-11.39,6.43,,
5,90430,아모레퍼시픽,2.42E+13,2015-12-30,2.73,7.66,-0.84,86.66,-2.17,,
6,12330,현대모비스,2.40E+13,2015-12-30,-1.2,6.48,16.27,4.45,4.87,,
7,660,SK하이닉스,2.24E+13,2015-12-30,-2.69,-8.35,-27.3,-35.6,-11.22,,
8,32830,삼성생명,2.20E+13,2015-12-30,6.8,11.22,2.33,-5.58,0,,
9,51910,LG화학,2.18E+13,2015-12-30,3.3,15.06,17.95,81.49,-10.05,,
10,35420,NAVER,2.17E+13,2015-12-30,4.28,28.27,3.78,-7.58,-4.56,,
11,270,기아차,2.13E+13,2015-12-30,0.19,-1.87,16.11,0.57,-14.16,,
12,18260,삼성에스디에스,1.97E+13,2015-12-30,-2.68,-11.81,-2.12,-13.46,-12.8,,
13,55550,신한지주,1.88E+13,2015-12-30,-4.58,-4.47,-4.81,-11.02,-2.4,,
14,17670,SK텔레콤,1.74E+13,2015-12-30,-7.91,-18.06,-13.8,-19.59,-3.02,,
15,34730,SK,1.69E+13,2015-12-30,-10.93,-1.43,-13.02,12.65,-1.87,,
16,51900,LG생활건강,1.64E+13,2015-12-30,4.17,22.95,35.66,68.54,-5.62,,
17,810,삼성화재,1.46E+13,2015-12-30,0.33,9.82,4.59,8.85,-3.09,,
18,5490,POSCO,1.45E+13,2015-12-30,-1.48,-1.19,-25.67,-39.56,7.21,,
19,33780,KT&G,1.43E+13,2015-12-30,-2.34,-6.28,10.12,37.32,-0.96,,
20,105560,KB금융,1.28E+13,2015-12-30,-5.96,-5.96,-10.16,-8.3,-7.84,,
21,3550,LG,1.22E+13,2015-12-30,-3.8,16.26,14.56,15.69,4.1,,
22,96770,SK이노베이션,1.20E+13,2015-12-30,1.96,32.65,6.56,52.76,0.77,,
23,2790,아모레G,1.18E+13,2015-12-30,-3.58,-9.2,-20.86,48.3,0.34,,
24,10950,S-Oil,8.94E+12,2015-12-30,7.01,26.84,17.46,64.05,-1.51,,
25,10130,고려아연,8.85E+12,2015-12-30,3.08,0.75,-13.94,16.23,-7.04,,
26,66570,LG전자,8.80E+12,2015-12-30,-0.74,17.85,13.98,-8.97,7.62,,
27,34220,LG디스플레이,8.78E+12,2015-12-30,-3.35,8.39,-5.03,-27.04,-10.79,,
28,11170,롯데케미칼,8.35E+12,2015-12-30,1.25,-9.82,-15.74,52.19,12.94,,
29,35250,강원랜드,8.22E+12,2015-12-30,0.52,-9.22,3.78,26.32,7.29,,
30,6400,삼성SDI,7.84E+12,2015-12-30,-5,5.07,2.7,-1.72,-17.98,,
31,47810,한국항공우주,7.61E+12,2015-12-30,-6.91,15.02,-1.76,96.23,-9.35,,
32,128940,한미약품,7.45E+12,2015-12-30,-6.6,99.62,58.8,627.08,-3.71,,
33,8930,한미사이언스,7.38E+12,2015-12-30,-12.03,-5.7,-1.07,748.38,21.32,,
34,30200,KT,7.38E+12,2015-12-30,-5.68,-7.98,-0.7,-9.6,-3.54,,
35,23530,롯데쇼핑,7.32E+12,2015-12-30,-1.06,-18.56,-0.85,-14.84,1.94,,
36,1040,CJ,7.31E+12,2015-12-30,-0.79,-4.92,-15.2,60.9,17.13,,
37,86280,현대글로비스,7.24E+12,2015-12-30,1.05,-13.84,-4.46,-33.79,5.7,,
38,86790,하나금융지주,6.99E+12,2015-12-30,-7.45,-10.61,-18.76,-26.25,-9.32,,
39,1800,오리온,6.97E+12,2015-12-30,2.19,23.78,11.26,14.88,-11.66,,
40,24110,기업은행,6.87E+12,2015-12-30,-7.14,-9.19,-14.53,-12.41,-6.88,,
41,9540,현대중공업,6.67E+12,2015-12-30,-3.09,-9.02,-20.9,-23.65,4.78,,
42,4020,현대제철,6.67E+12,2015-12-30,-1.67,-3.01,-26.22,-21.34,-2.2,,
43,21240,코웨이,6.49E+12,2015-12-30,-0.47,0.48,-7.99,-0.12,15.93,,
44,88350,한화생명,6.42E+12,2015-12-30,-3.27,-9.44,-6.81,-10.86,-6.22,,
45,30,우리은행,5.96E+12,2015-12-30,-7.06,-6.07,-10,-11.8,-0.23,,
46,161390,한국타이어,5.83E+12,2015-12-30,1.95,18.81,12.02,-10.72,-0.96,,
47,18880,한온시스템,5.54E+12,2015-12-30,13.69,32.24,34.64,7.22,1.16,,
48,9240,한샘,5.45E+12,2015-12-30,-2.11,-18.91,-17.62,102.18,17.49,,
49,139480,이마트,5.27E+12,2015-12-30,-11.68,-18,-18.18,-6.9,-13.23,,
50,5830,동부화재,4.98E+12,2015-12-30,13.2,14.68,24.42,27.82,-3.27,,
51,97950,CJ제일제당,4.97E+12,2015-12-30,4.72,-0.79,-14.4,23.16,9.01,,
52,78930,GS,4.71E+12,2015-12-30,0.4,11.31,1.91,26.75,-0.59,,
53,9150,삼성전기,4.70E+12,2015-12-30,-9.1,-2.18,23.09,14.99,-12.24,,
54,36570,엔씨소프트,4.67E+12,2015-12-30,-4.27,12.7,7.3,17.03,10.09,,
55,32640,LG유플러스,4.54E+12,2015-12-30,-2.35,-14.05,5.48,-9.57,-6.92,,
56,2380,KCC,4.41E+12,2015-12-30,-9.14,1.09,-14.97,-19.71,4.79,,
57,9830,한화케미칼,4.40E+12,2015-12-30,9.24,26.22,45.45,130.5,-4.23,,
58,120,CJ대한통운,4.36E+12,2015-12-30,-0.78,-4.26,-1.55,-2.55,15.18,,
59,27410,BGF리테일,4.25E+12,2015-12-30,-4.46,-15.1,7.19,124.18,25.37,,
60,7310,오뚜기,4.21E+12,2015-12-30,17.68,17.9,54.28,152.06,15.43,,
61,7070,GS리테일,4.14E+12,2015-12-30,-2.54,-11.8,15.2,109.75,21.75,,
62,4800,효성,4.13E+12,2015-12-30,1.73,4.44,-18.4,71.79,-8.09,,
63,51600,한전KPS,4.01E+12,2015-12-30,-11.88,-26.45,-24.58,11.67,11.8,,
64,12750,에스원,3.79E+12,2015-12-30,5.84,6.86,27.01,40.03,2.31,,
65,29780,삼성카드,3.57E+12,2015-12-30,-1.91,-14.9,-16.62,-30.2,23.34,,
66,36460,한국가스공사,3.40E+12,2015-12-30,-3.91,-7.3,-14.7,-25.63,1.36,,
67,4990,롯데제과,3.24E+12,2015-12-30,16.27,3.64,17.23,28.03,6.1,,
68,1450,현대해상,3.22E+12,2015-12-30,6.34,19.17,22.2,38.65,-10.26,,
69,16360,삼성증권,3.19E+12,2015-12-30,-5.65,-8.14,-23.53,-6.29,-9.94,,
70,720,현대건설,3.18E+12,2015-12-30,-10.64,-16.52,-30.45,-32.19,28.55,,
71,6800,대우증권,3.09E+12,2015-12-30,-8.51,-20.42,-37.9,-3.66,-17.33,,
72,11210,현대위아,3.05E+12,2015-12-30,-7.44,-13.18,8.74,-36.36,-6.25,,
73,100,유한양행,3.04E+12,2015-12-30,-1.62,11.91,-0.18,60.77,22.2,,
74,8770,호텔신라,3.03E+12,2015-12-30,-14.59,-32.78,-30.67,-15.43,-15.78,,
75,69960,현대백화점,2.96E+12,2015-12-30,0,-5.6,-13.95,2.85,1.19,,
